address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
34 FULTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 FULTON STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
34 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 GRANT STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
34 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
34 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
34 HILLSIDE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 HOWE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 IRVING STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 LABEL STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 LABEL STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
34 MACOPIN AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
34 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 MARSTON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
34 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
34 MONROE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
34 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
34 MARION ROAD,07043,MONTCLAIR,Y,C,NA,UX,NA
34 N WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 NEW STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
34 NORMAL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
34 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 OAKWOOD AVENUE 1ST,07043,MONTCLAIR,Y,C,NA,O,BRASS
34 OAKWOOD AVENUE 2ND,07043,MONTCLAIR,Y,C,NA,UX,NA
34 PLEASANT WAY,07042,MONTCLAIR,N,C,NA,C,NA
34 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 PARK STREET,07043,MONTCLAIR,N,C,NA,O,Iron
34 RIVERVIEW DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
34 S WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 SAINT LUKES PLACE,07042,MONTCLAIR,N,C,NA,C,NA
34 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 STANFORD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
34 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
34 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
34 TUERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
34 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 WARMAN STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 WINDEMERE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 WATCHUNG AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
34 WELLESLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
34 WILLIAM STREET,07042,MONTCLAIR,N,C,NA,C,NA
34 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
34 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
340 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
340 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
340 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
340 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
340 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,Y,UX,NA,G,NA
341 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
341 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
341 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
342 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
342 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
343 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
343 N FULLERTON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
343 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
343 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
344 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
344 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
344 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
344 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
345 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
345 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
345 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
345 HIGHLAND AVENUE,07043,MONTCLAIR,Y,C,NA,UX,NA
345 N FULLERTON AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
345 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
346 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
346 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
346 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
346 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
347 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
347 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
347 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
347 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
347-9 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
347-A ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
348 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
348 HIGHLAND AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
348 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
349 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
349 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
349 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
349 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
349 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
349 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 AFTERGLOW WAY,07044,MONTCLAIR,N,C,NA,C,NA
35 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
35 AUBREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 BROOKFIELD ROAD 1ST,07043,MONTCLAIR,N,C,NA,C,NA
35 BROOKFIELD ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
35 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 CLINTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
35 CAMBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
35 DRAPER TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
35 DODD STREET,07042,MONTCLAIR,Y,C,NA,G,NA
35 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 EDGECLIFF ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 EDGEWOOD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
35 ELSTON ROAD,07043,MONTCLAIR,Y,C,NA,G,NA
35 ENFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
35 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 FRANKLIN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 GEORGE STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 GRENADA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 GEORGE STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 HILLSIDE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 HOWE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 IRVING STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 JAMES STREET,07042,MONTCLAIR,Y,C,NA,O,BRASS
35 LINDEN AVENUE:SEE 821400-1,07042,MONTCLAIR,N,C,NA,C,NA
35 LLOYD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
35 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 MACOPIN AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
35 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
35 MONTCLAIR AVENUE 2ND,07043,MONTCLAIR,N,C,NA,C,NA
35 MONTCLAIR AVENUE 3RD,07043,MONTCLAIR,N,C,NA,C,NA
35 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 N WILLOW STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
35 N WILLOW STREET-1ST,07042,MONTCLAIR,N,C,NA,C,NA
35 NEW STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
35 PARKWAY,07043,MONTCLAIR,N,C,NA,C,NA
35 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 PORTER PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 RIVERVIEW DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
35 S WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
35 STONEBRIDGE ROAD,07042,MONTCLAIR,Y,C,NA,O,BRASS
35 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
35 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
35 VIRGINIA AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
35 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 WATCHUNG PLAZA,07042,MONTCLAIR,N,C,NA,C,NA
35 WAYSIDE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
35 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
35 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
35 WHEELER STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
35-37 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35-37 PORTLAND PLACE,07042,MONTCLAIR,N,C,NA,C,NA
350 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
350 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
350 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
350 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
350 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
350 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
351 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
351 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
351 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
351 ORANGE ROAD,07042,MONTCLAIR,Y,G,NA,C,NA
352 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
352 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
352 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
353 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
353 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
353 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
353 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
354 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
354 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
354 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
354 ORANGE ROAD - A/NORTH,07042,MONTCLAIR,N,C,NA,C,NA
354 ORANGE ROAD - B/SOUTH,07042,MONTCLAIR,N,C,NA,C,NA
354 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
354 WASHINGTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
355 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
356 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
356 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
356 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
357 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
357 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
357 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
358 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
358 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
359 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
359 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
359 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
35B AFTERGLOW WAY,07044,MONTCLAIR,N,C,NA,C,NA
36 AFTERGLOW WAY,07044,MONTCLAIR,N,C,NA,C,NA
36 AUBREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
36 CROSS STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 CAMBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 DODD STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 DRAPER TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
36 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
36 ERWIN PARK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 ELSTON ROAD,07043,MONTCLAIR,Y,C,NA,G,NA
36 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
36 FRANKLIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 FAIRFIELD STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 FREDERICK STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
36 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
36 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 HAWTHORNE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 JAMES STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 LINDEN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 LLOYD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 MARSTON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
36 MACOPIN AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
36 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 MOUNTAINSIDE PARK TERRACE,07043,MONTCLAIR,Y,C,NA,UX,NA
36 N WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 NORMAL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
36 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
36 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 PORTLAND PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 PROSPECT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 S WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 SAINT LUKES PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 STONEBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
36 TUERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
36 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
36 VALLEY ROAD,07043,MONTCLAIR,N,O,I,O,I
36 VALLEY ROAD,07043,MONTCLAIR,N,O,Iron,O,Iron
36 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
36 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
36 WHEELER STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 WILLIAM STREET,07042,MONTCLAIR,N,C,NA,C,NA
36 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
36 WINDEMERE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
36 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
36 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
360 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
360 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
360 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
361 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
361 ORANGE ROAD,07042,MONTCLAIR,Y,C,NA,C,NA
362 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
362 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE-#1,07042,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE-#8,07042,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE-HOUSE/BATHR,07042,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE/HOUSE METER,07042,MONTCLAIR,N,C,NA,C,NA
363 BLOOMFIELD AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
363 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
363 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
363 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
364 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
364 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
364 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
364 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
364 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
365 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
365 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
365 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
366 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
366 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
367 ORANGE ROAD,07042,MONTCLAIR,Y,C,NA,L,NA
368 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
368 ORANGE ROAD,07042,MONTCLAIR,N,O,Iron,UX,NA
369 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
369 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
369 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
369 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
369 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 ARDSLEY ROAD,07042,MONTCLAIR,N,C,NA,C,NA
37 AUBREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 AFTERGLOW WAY,07044,MONTCLAIR,Y,C,NA,UX,NA
37 BRADFORD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 BRUNSWICK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
37 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
37 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 CAMBRIDGE ROAD,07042,MONTCLAIR,Y,C,NA,G,NA
37 DRAPER TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
37 DODD STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 ENFIELD AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
37 ERWIN PARK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
37 ESSEX AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
37 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
37 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 FRANKLIN PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
37 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
37 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 IRVING STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 JAMES STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 LINDEN AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
37 LINDEN AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
37 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
37 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
37 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 MACOPIN AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 MIDLAND AVENUE 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
37 MIDLAND AVENUE 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
37 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
37 NWILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
37 OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 OAKWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
37 THE CRESCENT,07042,MONTCLAIR,N,C,NA,C,NA
37 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
37 TICHENOR PLACE,07042,MONTCLAIR,N,C,NA,C,NA
37 TUXEDO ROAD,07042,MONTCLAIR,Y,C,NA,G,NA
37 VIRGINIA AVENUE,07042,MONTCLAIR,Y,UX,NA,C,NA
37 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
37 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
37 WASHINGTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
37 WASHINGTON STREET-1ST,07042,MONTCLAIR,N,C,NA,C,NA
37 WASHINGTON STREET-2ND,07042,MONTCLAIR,N,C,NA,C,NA
37 WASHINGTON STREET-2ND RIGHT,07042,MONTCLAIR,N,C,NA,C,NA
37 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
37 WATCHUNG PLAZA,07042,MONTCLAIR,N,C,NA,C,NA
37 WHEELER STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
37 WHEELER STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
