address,zip,town,address_full,suspected_lead,psl_materials,psl_other,service_line,csl_other,latitude,longitude,coord_source,flag_incomplete,latitude_adj,longitude_adj,address_full_adj
220 PARK STREET 1ST,7043,MONTCLAIR,"220 PARK STREET 1ST, MONTCLAIR, NJ, 07043",N,C,,C,,40.832634860128,-74.205236809833,census,0,40.832634860128,-74.205236809833,"220 PARK STREET 1ST, MONTCLAIR, NJ, 07043"
220 PARK STREET 2ND,7043,MONTCLAIR,"220 PARK STREET 2ND, MONTCLAIR, NJ, 07043",N,C,,C,,40.832634860128,-74.205236809833,census,0,40.832634860128,-74.205236809833,"220 PARK STREET 2ND, MONTCLAIR, NJ, 07043"
220 VALLEY ROAD,7043,MONTCLAIR,"220 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.827815615428,-74.216359795552,census,0,40.827815615428,-74.216359795552,"220 VALLEY ROAD, MONTCLAIR, NJ, 07043"
220 WALNUT STREET 1ST,7042,MONTCLAIR,"220 WALNUT STREET 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.820480041162,-74.21861461319,census,0,40.820480041162,-74.21861461319,"220 WALNUT STREET 1ST, MONTCLAIR, NJ, 07042"
220 WALNUT STREET 2ND,7042,MONTCLAIR,"220 WALNUT STREET 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.820480041162,-74.21861461319,census,0,40.820480041162,-74.21861461319,"220 WALNUT STREET 2ND, MONTCLAIR, NJ, 07042"
220 WATCHUNG AVENUE,7043,MONTCLAIR,"220 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828610673948,-74.196087109876,census,0,40.828610673948,-74.196087109876,"220 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
221 BELLEVUE AVENUE,7043,MONTCLAIR,"221 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.840961759817,-74.206953481377,census,0,40.840961759817,-74.206953481377,"221 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043"
221 CHRISTOPHER STREET,7043,MONTCLAIR,"221 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.828353769624,-74.200057073191,census,0,40.828353769624,-74.200057073191,"221 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
221 FERNWOOD AVENUE,7043,MONTCLAIR,"221 FERNWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.844915306339,-74.204840111144,census,0,40.844915306339,-74.204840111144,"221 FERNWOOD AVENUE, MONTCLAIR, NJ, 07043"
221 GLENRIDGE AVENUE,7042,MONTCLAIR,"221 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.813759052787,-74.216141125798,census,0,40.813759052787,-74.216141125798,"221 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042"
221 GLENRIDGE AVENUE,7042,MONTCLAIR,"221 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.813759052787,-74.216141125798,census,0,40.813759052787,-74.216141125798,"221 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042"
221 HARRISON AVENUE,7042,MONTCLAIR,"221 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.796364710188,-74.227476913187,census,0,40.796364710188,-74.227476913187,"221 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
221 HIGHLAND AVENUE,7043,MONTCLAIR,"221 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837169165134,-74.21641681846,census,0,40.837169165134,-74.21641681846,"221 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
221 MIDLAND AVENUE,7042,MONTCLAIR,"221 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.827458835706,-74.210633093543,census,0,40.827458835706,-74.210633093543,"221 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
221 MONTCLAIR AVENUE,7043,MONTCLAIR,"221 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.830559065875,-74.200383062514,census,0,40.830559065875,-74.200383062514,"221 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043"
221 N MOUNTAIN AVENUE,7042,MONTCLAIR,"221 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.83297590749,-74.214395945784,census,0,40.83297590749,-74.214395945784,"221 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
221 ORANGE ROAD,7042,MONTCLAIR,"221 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.804204774629,-74.219672031627,census,0,40.804204774629,-74.219672031627,"221 ORANGE ROAD, MONTCLAIR, NJ, 07042"
221 PARK STREET,7043,MONTCLAIR,"221 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.832304194038,-74.205253244164,census,0,40.832304194038,-74.205253244164,"221 PARK STREET, MONTCLAIR, NJ, 07043"
221 WALNUT STREET,7042,MONTCLAIR,"221 WALNUT STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.820378040705,-74.218683621411,census,0,40.820378040705,-74.218683621411,"221 WALNUT STREET, MONTCLAIR, NJ, 07042"
221 WATCHUNG AVENUE,7043,MONTCLAIR,"221 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828353164828,-74.195439437116,census,0,40.828353164828,-74.195439437116,"221 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
221.5 BELLEVUE AVENUE,7043,MONTCLAIR,"221.5 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.841441957646,-74.209033632608,census,0,40.841441957646,-74.209033632608,"221.5 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043"
222 BLOOMFIELD AVENUE,7042,MONTCLAIR,"222 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.809470963501,-74.212480189998,census,0,40.809470963501,-74.212480189998,"222 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
222 FERNWOOD AVENUE,7043,MONTCLAIR,"222 FERNWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.844807249014,-74.204907582302,census,0,40.844807249014,-74.204907582302,"222 FERNWOOD AVENUE, MONTCLAIR, NJ, 07043"
222 GROVE STREET,7043,MONTCLAIR,"222 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.821369102477,-74.202649544369,census,0,40.821369102477,-74.202649544369,"222 GROVE STREET, MONTCLAIR, NJ, 07043"
222 INWOOD AVENUE,7043,MONTCLAIR,"222 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843765181401,-74.204393812022,census,0,40.843765181401,-74.204393812022,"222 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
222 N FULLERTON AVENUE 1ST,7042,MONTCLAIR,"222 N FULLERTON AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.823536113852,-74.209690503383,census,0,40.823536113852,-74.209690503383,"222 N FULLERTON AVENUE 1ST, MONTCLAIR, NJ, 07042"
222 N FULLERTON AVENUE 2ND,7042,MONTCLAIR,"222 N FULLERTON AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.823536113852,-74.209690503383,census,0,40.823536113852,-74.209690503383,"222 N FULLERTON AVENUE 2ND, MONTCLAIR, NJ, 07042"
222 N MOUNTAIN AVENUE,7042,MONTCLAIR,"222 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.832922043411,-74.214582183114,census,0,40.832922043411,-74.214582183114,"222 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
222 PARK STREET 1ST,7043,MONTCLAIR,"222 PARK STREET 1ST, MONTCLAIR, NJ, 07043",N,C,,C,,40.832652367632,-74.205227265812,census,0,40.832652367632,-74.205227265812,"222 PARK STREET 1ST, MONTCLAIR, NJ, 07043"
222 PARK STREET 2ND,7043,MONTCLAIR,"222 PARK STREET 2ND, MONTCLAIR, NJ, 07043",N,C,,C,,40.832652367632,-74.205227265812,census,0,40.832652367632,-74.205227265812,"222 PARK STREET 2ND, MONTCLAIR, NJ, 07043"
222 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"222 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.835027223005,-74.215348570001,census,0,40.835027223005,-74.215348570001,"222 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
222 VALLEY ROAD,7043,MONTCLAIR,"222 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.827941620076,-74.216241666198,census,0,40.827941620076,-74.216241666198,"222 VALLEY ROAD, MONTCLAIR, NJ, 07043"
222 WALNUT STREET,7042,MONTCLAIR,"222 WALNUT STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.820498261099,-74.218661637969,census,0,40.820498261099,-74.218661637969,"222 WALNUT STREET, MONTCLAIR, NJ, 07042"
222 WATCHUNG AVENUE,7043,MONTCLAIR,"222 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.82868429051,-74.196431530115,census,0,40.82868429051,-74.196431530115,"222 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
223 ALEXANDER AVENUE,7043,MONTCLAIR,"223 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",Y,C,,UX,,40.851496118554,-74.20228259701,census,0,40.851496118554,-74.20228259701,"223 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
223 GLENRIDGE AVENUE 2ND,7042,MONTCLAIR,"223 GLENRIDGE AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.813764039937,-74.216173957862,census,0,40.813764039937,-74.216173957862,"223 GLENRIDGE AVENUE 2ND, MONTCLAIR, NJ, 07042"
223 GLENRIDGE AVENUE 3RD,7042,MONTCLAIR,"223 GLENRIDGE AVENUE 3RD, MONTCLAIR, NJ, 07042",N,C,,C,,40.813764039937,-74.216173957862,census,0,40.813764039937,-74.216173957862,"223 GLENRIDGE AVENUE 3RD, MONTCLAIR, NJ, 07042"
223 LORRAINE AVENUE,7043,MONTCLAIR,"223 LORRAINE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.842331129886,-74.207384045184,census,0,40.842331129886,-74.207384045184,"223 LORRAINE AVENUE, MONTCLAIR, NJ, 07043"
223 MIDLAND AVENUE,7042,MONTCLAIR,"223 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.82759410058,-74.210525606279,census,0,40.82759410058,-74.210525606279,"223 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
223 ORANGE ROAD,7042,MONTCLAIR,"223 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.804043657121,-74.219679617886,census,0,40.804043657121,-74.219679617886,"223 ORANGE ROAD, MONTCLAIR, NJ, 07042"
223 PARK STREET,7043,MONTCLAIR,"223 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.83233121649,-74.205238513174,census,0,40.83233121649,-74.205238513174,"223 PARK STREET, MONTCLAIR, NJ, 07043"
223 S MOUNTAIN AVENUE,7042,MONTCLAIR,"223 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.805000722627,-74.231946730728,census,0,40.805000722627,-74.231946730728,"223 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
223 VALLEY ROAD,7043,MONTCLAIR,"223 VALLEY ROAD, MONTCLAIR, NJ, 07043",Y,C,,O,BRASS,40.82804342021,-74.215942183108,census,0,40.82804342021,-74.215942183108,"223 VALLEY ROAD, MONTCLAIR, NJ, 07043"
223 WALNUT STREET 1ST,7042,MONTCLAIR,"223 WALNUT STREET 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.820396260642,-74.218730646191,census,0,40.820396260642,-74.218730646191,"223 WALNUT STREET 1ST, MONTCLAIR, NJ, 07042"
223 WATCHUNG AVENUE,7043,MONTCLAIR,"223 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828463589671,-74.195956067474,census,0,40.828463589671,-74.195956067474,"223 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
223.5 WALNUT STREET 2ND,7042,MONTCLAIR,"223.5 WALNUT STREET 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.813498679009,-74.205024757517,census,0,40.813498679009,-74.205024757517,"223.5 WALNUT STREET 2ND, MONTCLAIR, NJ, 07042"
224 ALEXANDER AVENUE,7043,MONTCLAIR,"224 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.851424891842,-74.202421381294,census,0,40.851424891842,-74.202421381294,"224 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
224 BLOOMFIELD AVENUE,7042,MONTCLAIR,"224 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.809574435019,-74.212586686975,census,0,40.809574435019,-74.212586686975,"224 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
224 CHRISTOPHER STREET,7043,MONTCLAIR,"224 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.828549551351,-74.200101153032,census,0,40.828549551351,-74.200101153032,"224 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
224 GATES AVENUE,7042,MONTCLAIR,"224 GATES AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.808856251177,-74.231327408439,census,0,40.808856251177,-74.231327408439,"224 GATES AVENUE, MONTCLAIR, NJ, 07042"
224 INWOOD AVENUE,7043,MONTCLAIR,"224 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843773872031,-74.204468923859,census,0,40.843773872031,-74.204468923859,"224 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
224 LORRAINE AVENUE,7043,MONTCLAIR,"224 LORRAINE AVENUE, MONTCLAIR, NJ, 07043",Y,C,,G,,40.842095260676,-74.206808226036,census,0,40.842095260676,-74.206808226036,"224 LORRAINE AVENUE, MONTCLAIR, NJ, 07043"
224 N FULLERTON AVENUE,7042,MONTCLAIR,"224 N FULLERTON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.823651551591,-74.209600018344,census,0,40.823651551591,-74.209600018344,"224 N FULLERTON AVENUE, MONTCLAIR, NJ, 07042"
224 N MOUNTAIN AVENUE,7042,MONTCLAIR,"224 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.833045242669,-74.214524040606,census,0,40.833045242669,-74.214524040606,"224 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
224 ORANGE ROAD,7042,MONTCLAIR,"224 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.80431310865,-74.219818414927,census,0,40.80431310865,-74.219818414927,"224 ORANGE ROAD, MONTCLAIR, NJ, 07042"
224 VALLEY ROAD,7043,MONTCLAIR,"224 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.828067346822,-74.216112679168,census,0,40.828067346822,-74.216112679168,"224 VALLEY ROAD, MONTCLAIR, NJ, 07043"
224 WALNUT STREET,7042,MONTCLAIR,"224 WALNUT STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.820516481037,-74.218708662749,census,0,40.820516481037,-74.218708662749,"224 WALNUT STREET, MONTCLAIR, NJ, 07042"
225 BELLEVUE AVENUE,7043,MONTCLAIR,"225 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.841000921805,-74.207145694748,census,0,40.841000921805,-74.207145694748,"225 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043"
225 BELLEVUE AVENUE,7043,MONTCLAIR,"225 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.841000921805,-74.207145694748,census,0,40.841000921805,-74.207145694748,"225 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043"
225 GLENRIDGE AVENUE,7042,MONTCLAIR,"225 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.813769027088,-74.216206789926,census,0,40.813769027088,-74.216206789926,"225 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042"
225 HIGHLAND AVENUE,7043,MONTCLAIR,"225 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837422749861,-74.216274299911,census,0,40.837422749861,-74.216274299911,"225 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
225 INWOOD AVENUE,7043,MONTCLAIR,"225 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843898234663,-74.204541854859,census,0,40.843898234663,-74.204541854859,"225 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
225 LORRAINE AVENUE,7043,MONTCLAIR,"225 LORRAINE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.842364389386,-74.207547450505,census,0,40.842364389386,-74.207547450505,"225 LORRAINE AVENUE, MONTCLAIR, NJ, 07043"
225 MIDLAND AVENUE,7042,MONTCLAIR,"225 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.827692552337,-74.2104476488,census,0,40.827692552337,-74.2104476488,"225 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
225 N MOUNTAIN AVENUE,7042,MONTCLAIR,"225 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.833229150409,-74.214276430628,census,0,40.833229150409,-74.214276430628,"225 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
225 PARK STREET,7043,MONTCLAIR,"225 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.832358238942,-74.205223782185,census,0,40.832358238942,-74.205223782185,"225 PARK STREET, MONTCLAIR, NJ, 07043"
225 VALLEY ROAD,7043,MONTCLAIR,"225 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.828109255333,-74.215828800401,census,0,40.828109255333,-74.215828800401,"225 VALLEY ROAD, MONTCLAIR, NJ, 07043"
225 WALNUT STREET,7042,MONTCLAIR,"225 WALNUT STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.82041448058,-74.218777670971,census,0,40.82041448058,-74.218777670971,"225 WALNUT STREET, MONTCLAIR, NJ, 07042"
225 WATCHUNG AVENUE,7043,MONTCLAIR,"225 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828574014514,-74.196472697833,census,0,40.828574014514,-74.196472697833,"225 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
226 BLOOMFIELD AVENUE,7042,MONTCLAIR,"226 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.809677906537,-74.212693183952,census,0,40.809677906537,-74.212693183952,"226 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
226 HIGHLAND AVENUE,7043,MONTCLAIR,"226 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837467590273,-74.21641368187,census,0,40.837467590273,-74.21641368187,"226 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
226 INWOOD AVENUE,7043,MONTCLAIR,"226 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843782562661,-74.204544035696,census,0,40.843782562661,-74.204544035696,"226 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
226 N FULLERTON AVENUE,7042,MONTCLAIR,"226 N FULLERTON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.823766989331,-74.209509533306,census,0,40.823766989331,-74.209509533306,"226 N FULLERTON AVENUE, MONTCLAIR, NJ, 07042"
226 PARK STREET-1ST,7043,MONTCLAIR,"226 PARK STREET-1ST, MONTCLAIR, NJ, 07043",N,C,,C,,40.83268738264,-74.205208177769,census,0,40.83268738264,-74.205208177769,"226 PARK STREET-1ST, MONTCLAIR, NJ, 07043"
226 PARK STREET-2ND,7043,MONTCLAIR,"226 PARK STREET-2ND, MONTCLAIR, NJ, 07043",N,C,,C,,40.83268738264,-74.205208177769,census,0,40.83268738264,-74.205208177769,"226 PARK STREET-2ND, MONTCLAIR, NJ, 07043"
226 S MOUNTAIN AVENUE,7042,MONTCLAIR,"226 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.804951415066,-74.232131976275,census,0,40.804951415066,-74.232131976275,"226 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
226 WALNUT STREET,7042,MONTCLAIR,"226 WALNUT STREET, MONTCLAIR, NJ, 07042",Y,C,,C,,40.820534700974,-74.218755687529,census,0,40.820534700974,-74.218755687529,"226 WALNUT STREET, MONTCLAIR, NJ, 07042"
227 BELLEVUE AVENUE,7043,MONTCLAIR,"227 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.841020502799,-74.207241801433,census,0,40.841020502799,-74.207241801433,"227 BELLEVUE AVENUE, MONTCLAIR, NJ, 07043"
227 GLENRIDGE AVENUE,7042,MONTCLAIR,"227 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.813774014239,-74.21623962199,census,0,40.813774014239,-74.21623962199,"227 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042"
227 GROVE STREET,7043,MONTCLAIR,"227 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.821569044757,-74.202361679291,census,0,40.821569044757,-74.202361679291,"227 GROVE STREET, MONTCLAIR, NJ, 07043"
227 HIGHLAND AVENUE,7043,MONTCLAIR,"227 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837549542224,-74.216203040637,census,0,40.837549542224,-74.216203040637,"227 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
227 INWOOD AVENUE,7043,MONTCLAIR,"227 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843906625616,-74.204614376633,census,0,40.843906625616,-74.204614376633,"227 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
227 ORANGE ROAD,7042,MONTCLAIR,"227 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.803721422103,-74.219694790405,census,0,40.803721422103,-74.219694790405,"227 ORANGE ROAD, MONTCLAIR, NJ, 07042"
227 VALLEY ROAD,7043,MONTCLAIR,"227 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.828151568835,-74.215716742426,census,0,40.828151568835,-74.215716742426,"227 VALLEY ROAD, MONTCLAIR, NJ, 07043"
227 WATCHUNG AVENUE,7043,MONTCLAIR,"227 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.8281899,-74.1953706,google_prior,0,40.8281899,-74.1953706,"227 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
228 BLOOMFIELD AVENUE,7042,MONTCLAIR,"228 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.809781378054,-74.21279968093,census,0,40.809781378054,-74.21279968093,"228 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
228 GROVE STREET,7043,MONTCLAIR,"228 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.821721153115,-74.202436042692,census,0,40.821721153115,-74.202436042692,"228 GROVE STREET, MONTCLAIR, NJ, 07043"
228 HIGHLAND AVENUE,7043,MONTCLAIR,"228 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837594382637,-74.216342422596,census,0,40.837594382637,-74.216342422596,"228 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
228 MIDLAND AVENUE,7042,MONTCLAIR,"228 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.827751294514,-74.210577677645,census,0,40.827751294514,-74.210577677645,"228 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
228 N MOUNTAIN AVENUE,7042,MONTCLAIR,"228 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.833291641184,-74.214407755589,census,0,40.833291641184,-74.214407755589,"228 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
228 ORANGE ROAD,7042,MONTCLAIR,"228 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.804066693636,-74.219830017442,census,0,40.804066693636,-74.219830017442,"228 ORANGE ROAD, MONTCLAIR, NJ, 07042"
228 PARK STREET 1ST,7043,MONTCLAIR,"228 PARK STREET 1ST, MONTCLAIR, NJ, 07043",N,C,,C,,40.832704890144,-74.205198633748,census,0,40.832704890144,-74.205198633748,"228 PARK STREET 1ST, MONTCLAIR, NJ, 07043"
228 PARK STREET 2ND,7043,MONTCLAIR,"228 PARK STREET 2ND, MONTCLAIR, NJ, 07043",Y,C,,UX,,40.832704890144,-74.205198633748,census,0,40.832704890144,-74.205198633748,"228 PARK STREET 2ND, MONTCLAIR, NJ, 07043"
228 S MOUNTAIN AVENUE,7042,MONTCLAIR,"228 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.804873227482,-74.232169953102,census,0,40.804873227482,-74.232169953102,"228 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
228 VALLEY ROAD,7043,MONTCLAIR,"228 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.828262249466,-74.215760963998,census,0,40.828262249466,-74.215760963998,"228 VALLEY ROAD, MONTCLAIR, NJ, 07043"
228 WATCHUNG AVENUE,7043,MONTCLAIR,"228 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.8287453,-74.195437,google_prior,0,40.8287453,-74.195437,"228 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
229 GLENRIDGE AVENUE,7042,MONTCLAIR,"229 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.81377900139,-74.216272454054,census,0,40.81377900139,-74.216272454054,"229 GLENRIDGE AVENUE, MONTCLAIR, NJ, 07042"
229 GROVE STREET,7043,MONTCLAIR,"229 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.821712472794,-74.202274697127,census,0,40.821712472794,-74.202274697127,"229 GROVE STREET, MONTCLAIR, NJ, 07043"
229 INWOOD AVENUE,7043,MONTCLAIR,"229 INWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843915016569,-74.204686898407,census,0,40.843915016569,-74.204686898407,"229 INWOOD AVENUE, MONTCLAIR, NJ, 07043"
229 MIDLAND AVENUE,7042,MONTCLAIR,"229 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.827918212556,-74.210269598977,census,0,40.827918212556,-74.210269598977,"229 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
229 N MOUNTAIN AVENUE,7042,MONTCLAIR,"229 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.833482393328,-74.214156915472,census,0,40.833482393328,-74.214156915472,"229 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
229 ORANGE ROAD,7042,MONTCLAIR,"229 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.803560304594,-74.219702376664,census,0,40.803560304594,-74.219702376664,"229 ORANGE ROAD, MONTCLAIR, NJ, 07042"
229 S MOUNTAIN AVENUE,7042,MONTCLAIR,"229 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.804771490846,-74.232058071882,census,0,40.804771490846,-74.232058071882,"229 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
