address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
29 WASHINGTON STREET,07042,Montclair,N,C,,C,
29 WATCHUNG PLAZA,07042,Montclair,N,C,,C,
29 WATERBURY ROAD,07043,Montclair,N,C,,C,
29 WAYSIDE PLACE,07042,Montclair,N,C,,C,
29 WHEELER STREET,07042,Montclair,N,C,,C,
29 WINDEMERE ROAD,07043,Montclair,N,C,,C,
29 Walnut Street,07042,Montclair,Y,C,,UX,
29 Woodland Avenue,07042,Montclair,Y,C,,UX,
29-31 GLENRIDGE AVENUE,07042,Montclair,N,C,,C,
29-A NEW STREET,07042,Montclair,N,C,,C,
29-B N WILLOW STREET,07042,Montclair,N,C,,C,
290 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
290 Grove Street,07043,Montclair,Y,C,,L,
290 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
290 N Mountain Avenue,07042,Montclair,N,C,,C,
290 Park Street,07043,Montclair,Y,L,,UX,
290-292 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
290A HIGHLAND AVENUE/14 BRADFOROAD,07043,Montclair,N,C,,C,
291 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
291 Grove Street,07043,Montclair,N,C,,C,
291 ORANGE ROAD,07042,Montclair,N,C,,C,
292 Claremont Avenue,07042,Montclair,N,C,,C,
292 GROVE STREET,07043,Montclair,N,C,,C,
292 ORANGE ROAD,07042,Montclair,N,C,,C,
293 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
293 N Mountain Avenue,07042,Montclair,Y,C,,L,
293 Orange Road,07042,Montclair,Y,C,,UX,
293 PARK STREET,07043,Montclair,N,C,,C,
293 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
293 Valley Road,07043,Montclair,N,C,,C,
294 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
294 Claremont Avenue,07042,Montclair,N,C,,C,
294 Grove Street,07043,Montclair,Y,C,,UX,
294 Highland Avenue,07043,Montclair,N,C,,C,
294 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
294 Park Street,07043,Montclair,N,C,,C,
295 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
295 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
295 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
295 ORANGE ROAD,07042,Montclair,N,C,,C,
295-301 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
296 Claremont Avenue,07042,Montclair,N,C,,C,
296 GROVE STREET,07043,Montclair,N,C,,C,
296 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
296 Park Street,07043,Montclair,N,C,,C,
297 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
297 ORANGE ROAD,07042,Montclair,N,C,,C,
297 Park Street,07043,Montclair,N,C,,C,
297 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
298 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
298 GROVE STREET,07043,Montclair,N,C,,C,
298 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
298 PARK STREET,07043,Montclair,N,C,,C,
299 GROVE STREET,07043,Montclair,N,C,,C,
299 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
299 ORANGE ROAD,07042,Montclair,N,C,,C,
299 PARK STREET,07043,Montclair,N,C,,C,
299-A ORANGE ROAD,07042,Montclair,N,C,,C,
29A & 29B TALBOT STREET,07042,Montclair,N,C,,C,
29A N WILLOW STREET,07042,Montclair,N,C,,C,
3 AMHERST PLACE,07043,Montclair,N,C,,C,
3 ARGYLE ROAD,07043,Montclair,N,C,,C,
3 BELLAIRE DRIVE,07042,Montclair,N,C,,C,
3 BELLEGROVE DRIVE,07043,Montclair,N,C,,C,
3 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
3 BELVIDERE PLACE,07042,Montclair,N,C,,C,
3 BERKELEY PLACE,07042,Montclair,N,C,,C,
3 BRIAR HILL ROAD,07042,Montclair,N,C,,C,
3 BROOKLAWN ROAD,07042,Montclair,N,C,,C,
3 BRUNSWICK ROAD,07042,Montclair,N,C,,C,
3 Braemore Road,07043,Montclair,N,C,,C,
3 CANTERBURY DRIVE,07042,Montclair,N,C,,C,
3 CAROLIN ROAD,07043,Montclair,N,C,,C,
3 CARRIAGE WAY,07042,Montclair,N,C,,C,
3 CHARLES STREET,07042,Montclair,N,C,,C,
3 CHESTER ROAD,07043,Montclair,N,C,,C,
3 CHRISTOPHER COURT,07042,Montclair,N,C,,C,
3 CLAIRIDGE COURT,07042,Montclair,N,C,,C,
3 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
3 Carey Court,07042,Montclair,N,C,,C,
3 Champlain Terrace,07042,Montclair,N,C,,C,
3 Claremont Place,07042,Montclair,Y,C,,UX,
3 Columbus Avenue,07042,Montclair,N,C,,C,
3 DODD STREET,07042,Montclair,N,C,,C,
3 DURYEA ROAD,07043,Montclair,N,C,,C,
3 EAGLE ROCK WAY,07042,Montclair,N,C,,C,
3 EMERSON PLACE,07043,Montclair,N,C,,C,
3 ERWIN PARK ROAD,07042,Montclair,N,C,,C,
3 Elizabeth Road,07043,Montclair,N,C,,C,
3 FERNCLIFF TERRACE,07042,Montclair,N,C,,C,
3 GLENRIDGE PARKWAY,07042,Montclair,N,C,,C,
3 GLENSIDE TERRACE,07043,Montclair,N,C,,C,
3 GODFREY ROAD,07043,Montclair,N,C,,C,
3 Garfield Place,07043,Montclair,N,C,,C,
3 Greenview Way,07043,Montclair,N,C,,C,
3 HARVARD STREET,07042,Montclair,N,C,,C,
3 HAWTHORNE PLACE,07042,Montclair,N,C,,C,
3 HOLLYWOOD AVENUE,07042,Montclair,N,C,,C,
3 Highland Terrace,07043,Montclair,N,C,,C,
3 Hilltop Place,07042,Montclair,N,C,,C,
3 INWOOD TERRACE,07043,Montclair,N,C,,C,
3 Jefferson Place,07042,Montclair,N,C,,C,
3 KENNETH ROAD,07043,Montclair,N,C,,C,
3 KIPS RIDGE,07044,Montclair,N,C,,C,
3 LANSING PLACE,07043,Montclair,N,C,,C,
3 LASALLE ROAD,07043,Montclair,N,C,,C,
3 LEWIS COURT,07042,Montclair,N,C,,C,
3 Linden Avenue,07042,Montclair,Y,C,,O,BRASS
3 MACOPIN AVENUE,07043,Montclair,N,C,,C,
3 MADISON AVENUE,07042,Montclair,N,C,,C,
3 MANOR COURT,07042,Montclair,N,C,,C,
3 MARQUETTE ROAD,07043,Montclair,N,C,,C,
3 MIDLAND AVENUE 1ST,07042,Montclair,N,C,,C,
3 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
3 MOUNT VERNON ROAD,07043,Montclair,N,C,,C,
3 Mountain Place,07043,Montclair,N,C,,C,
3 N Brookwood Drive,07042,Montclair,Y,C,,UX,
3 N Willow Street,07042,Montclair,Y,C,,UX,
3 NASSAU ROAD,07043,Montclair,N,C,,C,
3 OAK STREET,07042,Montclair,N,C,,C,
3 ORCHARD COURT,07042,Montclair,N,C,,C,
3 PIERSON PLACE,07042,Montclair,N,C,,C,
3 PLEASANT AVENUE,07042,Montclair,N,C,,C,
3 PRINCETON PLACE,07043,Montclair,N,C,,C,
3 Park Terrace,07043,Montclair,N,C,,C,
3 Parkway,07043,Montclair,N,C,,C,
3 Prospect Avenue,07042,Montclair,N,C,,C,
3 RUSSELL TERRACE,07042,Montclair,N,C,,C,
3 RUTGERS PLACE,07043,Montclair,N,C,,C,
3 RYDAL PLACE,07042,Montclair,N,C,,C,
3 RYDAL PLACE 2ND,07042,Montclair,N,C,,C,
3 Riverview Drive W,07043,Montclair,N,C,,C,
3 S BROOKWOOD DRIVE,07042,Montclair,N,C,,C,
3 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
3 S MOUNTAIN TERRACE,07042,Montclair,N,C,,C,
3 S Mountain Avenue,07042,Montclair,N,C,,C,
3 SENECA PLACE,07043,Montclair,N,C,,C,
3 STONEBRIDGE COURT,07042,Montclair,N,C,,C,
3 Sutherland Road,07042,Montclair,N,C,,C,
3 THE FAIRWAY,07043,Montclair,N,C,,C,
3 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
3 VALLEY PLACE,07043,Montclair,N,C,,C,
3 VINCENT PLACE,07042,Montclair,N,C,,C,
3 Virginia Avenue,07042,Montclair,N,C,,C,
3 WENDOVER ROAD,07042,Montclair,N,C,,C,
3 WILLOWDALE COURT,07042,Montclair,N,C,,C,
3 WINDEMERE ROAD,07043,Montclair,N,C,,C,
3 WOODLAND AVENUE 1ST,07042,Montclair,N,C,,C,
3 WOODLAND AVENUE 2ND,07042,Montclair,N,C,,C,
3 WOODMONT ROAD,07043,Montclair,N,C,,C,
3 Wellesley Road,07043,Montclair,Y,C,,G,
3 Wilfred Street,07042,Montclair,N,C,,C,
3 William Street,07042,Montclair,N,C,,C,
3 Windsor Place,07043,Montclair,N,C,,C,
3 YALE TERRACE,07042,Montclair,N,C,,C,
30 Aubrey Road,07043,Montclair,Y,C,,L,
30 BRADFORD AVENUE,07043,Montclair,N,C,,C,
30 BROOKFIELD ROAD,07043,Montclair,N,C,,C,
30 BRUCE ROAD,07043,Montclair,N,C,,C,
30 Bellaire Drive,07042,Montclair,Y,C,,UX,
30 CAROLIN ROAD,07043,Montclair,N,C,,C,
30 CENTRAL AVENUE,07042,Montclair,N,C,,C,
30 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
30 CLINTON AVENUE,07042,Montclair,N,C,,C,
30 CLUB ROAD,07043,Montclair,N,C,,C,
30 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
30 CROSS STREET,07042,Montclair,N,C,,C,
30 Cloverhill Place,07042,Montclair,N,C,,C,
30 College Avenue,07043,Montclair,N,C,,C,
30 DODD STREET,07042,Montclair,N,C,,C,
30 DRAPER TERRACE 07042,,Montclair,N,C,,C,
30 EDGECLIFF ROAD,07043,Montclair,N,C,,C,
30 ELMWOOD AVENUE 1ST,07042,Montclair,N,C,,C,
30 ELMWOOD AVENUE 2ND,07042,Montclair,N,C,,C,
30 ENFIELD AVENUE,07042,Montclair,N,C,,C,
30 Elston Road,07043,Montclair,N,C,,C,
30 FAIRVIEW PLACE,07043,Montclair,N,C,,C,
30 FOREST STREET,07042,Montclair,N,C,,C,
30 FRANKLIN PLACE,07042,Montclair,N,C,,C,
30 FREDERICK STREET,07042,Montclair,N,C,,C,
30 FULTON STREET-1ST,07042,Montclair,N,C,,C,
30 FULTON STREET-2ND,07042,Montclair,N,C,,C,
30 Fairfield Street,07042,Montclair,N,C,,C,
30 Fremont Street,07042,Montclair,N,C,,C,
30 GLENRIDGE PARKWAY,07042,Montclair,N,C,,C,
30 GRAY STREET,07042,Montclair,N,C,,C,
30 GREENVIEW WAY,07043,Montclair,N,C,,C,
30 GRENADA PLACE 1ST,07042,Montclair,N,C,,C,
30 GRENADA PLACE 2ND,07042,Montclair,N,C,,C,
30 Gates Avenue,07042,Montclair,N,C,,C,
30 George Street,07042,Montclair,N,C,,C,
30 HARVARD STREET,07042,Montclair,N,C,,C,
30 HELLER DRIVE,07043,Montclair,N,C,,C,
30 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
30 IRVING STREET 1ST,07042,Montclair,N,C,,C,
30 IRVING STREET 2ND,07042,Montclair,N,C,,C,
30 JAMES STREET,07042,Montclair,N,C,,C,
30 Lexington Avenue,07042,Montclair,N,C,,C,
30 MACOPIN AVENUE,07043,Montclair,N,C,,C,
30 MAPLE AVENUE,07042,Montclair,N,C,,C,
30 MARION ROAD,07043,Montclair,N,C,,C,
30 MARQUETTE ROAD,07043,Montclair,N,C,,C,
30 MIDLAND AVENUE,07042,Montclair,N,C,,C,
30 MIDLAND AVENUE-2ND,07042,Montclair,N,C,,C,
30 MISSION STREET,07042,Montclair,N,C,,C,
30 MULFORD LANE,07042,Montclair,N,C,,C,
30 Marston Place,07042,Montclair,Y,C,,G,
30 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
30 N Mountain Avenue,07042,Montclair,N,C,,C,
30 N WILLOW STREET,07042,Montclair,N,C,,G,
30 N Willow Street,07042,Montclair,Y,C,,G,
30 NORMAL AVENUE,07043,Montclair,N,C,,C,
30 NORMAN ROAD,07043,Montclair,N,C,,C,
30 New Street,07042,Montclair,Y,C,,UX,
30 ORANGE ROAD,07042,Montclair,N,C,,C,
30 ORANGE ROAD 2ND,07042,Montclair,N,C,,C,
30 OXFORD STREET,07042,Montclair,N,C,,C,
30 PARK STREET,07043,Montclair,N,C,,C,
30 PLEASANT WAY,07042,Montclair,N,C,,C,
30 PLYMOUTH STREET,07042,Montclair,N,C,,C,
30 PORTER PLACE,07042,Montclair,N,C,,C,
30 Prescott Avenue,07042,Montclair,N,C,,C,
30 RIVERVIEW DRIVE,07043,Montclair,N,C,,C,
30 SAINT LUKES PLACE,07042,Montclair,N,C,,C,
30 STEPHEN STREET,07042,Montclair,N,C,,C,
30 THE CRESCENT,07042,Montclair,N,C,,C,
30 THE FAIRWAY,07043,Montclair,N,C,,C,
30 TICHENOR PLACE,07042,Montclair,N,C,,C,
30 TUERS PLACE,07043,Montclair,N,C,,C,
30 Virginia Avenue,07042,Montclair,N,C,,C,
30 WALNUT PARKWAY,07042,Montclair,N,C,,C,
30 WARREN PLACE,07042,Montclair,N,C,,C,
30 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
30 WAYSIDE PLACE,07042,Montclair,N,C,,C,
30 WHEELER STREET,07042,Montclair,N,C,,C,
30 WILLIAM STREET,07042,Montclair,N,C,,C,
30 Walnut Crescent,07042,Montclair,N,C,,C,
30 Wellesley Road,07043,Montclair,N,C,,C,
30-32 WARMAN STREET,07042,Montclair,N,C,,C,
30.5 IRVING STREET,07042,Montclair,N,C,,C,
300 Bloomfield Avenue,07042,Montclair,N,C,,C,
300 Grove Street,07043,Montclair,Y,C,,G,
300 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
300 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
300 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
301 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
301 Highland Avenue,07043,Montclair,Y,C,,O,BRASS
301 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
301 ORANGE ROAD,07042,Montclair,N,C,,C,
301 Park Street,07043,Montclair,N,C,,C,
301 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
301 VALLEY ROAD,07043,Montclair,N,C,,C,
301-A ORANGE ROAD,07042,Montclair,N,C,,C,
302 GROVE STREET,07043,Montclair,N,C,,C,
302 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
302 Park Street,07043,Montclair,N,C,,C,
303 Claremont Avenue,07042,Montclair,N,C,,C,
303 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
303 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
303 ORANGE ROAD 1ST,07042,Montclair,N,C,,C,
303 ORANGE ROAD 2ND,07042,Montclair,N,C,,C,
303 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
304 Grove Street,07043,Montclair,N,C,,C,
304 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
304 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
304 PARK STREET,07043,Montclair,N,C,,C,
305 GROVE STREET,07043,Montclair,N,C,,C,
305 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
305 ORANGE ROAD,07042,Montclair,N,C,,C,
305 PARK STREET,07043,Montclair,N,C,,C,
305 VALLEY ROAD,07043,Montclair,N,C,,C,
306 GROVE STREET,07043,Montclair,N,C,,C,
306 Linden Avenue,07042,Montclair,N,C,,C,
306 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
306 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
306 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
307 GROVE STREET,07043,Montclair,N,C,,C,
307 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
307 ORANGE ROAD,07042,Montclair,N,C,,C,
308 GROVE STREET,07043,Montclair,N,C,,C,
308 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
308 N Mountain Avenue,07042,Montclair,N,C,,C,
308 PARK STREET,07043,Montclair,N,C,,C,
308 VALLEY ROAD,07043,Montclair,N,C,,C,
309 GROVE STREET,07043,Montclair,N,C,,C,
309 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
309 PARK STREET,07043,Montclair,N,C,,C,
309 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
31 AUBREY ROAD,07043,Montclair,N,C,,C,
31 Afterglow Way,07044,Montclair,Y,C,,UX,
31 Ardsley Road,07042,Montclair,N,C,,C,
31 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
31 BRAEMORE ROAD,07043,Montclair,N,C,,C,
31 BROOKFIELD ROAD,07043,Montclair,N,C,,C,
31 Brunswick Road,07042,Montclair,N,C,,C,
31 CAROLIN ROAD,07043,Montclair,N,C,,C,
31 CENTRAL AVENUE,07042,Montclair,N,C,,C,
31 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
31 CLUB ROAD,07043,Montclair,N,C,,C,
31 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
31 CORNELL WAY,07043,Montclair,N,C,,C,
31 CROSS STREET,07042,Montclair,N,C,,C,
31 Claremont Avenue,07042,Montclair,N,C,,C,
31 Clinton Avenue,07042,Montclair,Y,C,,L,
31 College Avenue,07043,Montclair,N,C,,C,
31 DODD STREET,07042,Montclair,N,C,,C,
31 ELSTON ROAD,07043,Montclair,N,C,,C,
31 ENFIELD AVENUE,07042,Montclair,N,C,,C,
31 ESSEX AVENUE,07042,Montclair,N,C,,C,
31 Eagle Rock Way,07042,Montclair,N,C,,C,
31 Edgecliff Road,07043,Montclair,N,C,,C,
31 Elmwood Avenue 1ST,07042,Montclair,Y,C,,UX,
31 Elmwood Avenue 2ND,07042,Montclair,Y,C,,UX,
31 FAIRFIELD STREET,07042,Montclair,N,C,,C,
31 FAIRVIEW PLACE,07043,Montclair,N,C,,C,
31 FOREST STREET,07042,Montclair,N,C,,C,
31 FRANKLIN PLACE,07042,Montclair,N,C,,C,
31 GRANT STREET,07042,Montclair,N,C,,C,
31 GREENVIEW WAY,07043,Montclair,N,C,,C,
31 GRENADA PLACE,07042,Montclair,N,C,,C,
31 Gates Avenue,07042,Montclair,Y,C,,G,
31 Gray Street,07042,Montclair,N,C,,C,
31 Harrison Avenue,07042,Montclair,N,C,,C,
31 Harvard Street,07042,Montclair,N,C,,C,
31 IRVING STREET,07042,Montclair,N,C,,C,
31 JAMES STREET,07042,Montclair,N,C,,C,
31 LEXINGTON AVENUE,07042,Montclair,N,C,,C,
31 LLOYD ROAD,07042,Montclair,N,C,,C,
31 MACOPIN AVENUE,07043,Montclair,N,C,,C,
31 MADISON AVENUE 07042,,Montclair,N,C,,C,
31 MARION ROAD,07043,Montclair,N,C,,C,
31 MARQUETTE ROAD,07043,Montclair,N,C,,C,
31 MIDLAND AVENUE,07042,Montclair,N,C,,C,
31 MISSION STREET 1ST,07042,Montclair,N,C,,C,
31 MISSION STREET 2ND,07042,Montclair,N,C,,C,
31 MONTAGUE PLACE,07042,Montclair,N,C,,C,
31 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
31 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
31 N WILLOW STREET,07042,Montclair,N,C,,C,
31 Nassau Road,07043,Montclair,N,C,,C,
31 Norwood Avenue,07043,Montclair,N,C,,C,
31 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
31 Oxford Street,07042,Montclair,N,C,,C,
31 PARK STREET,07043,Montclair,N,C,,C,
31 PARKWAY,07043,Montclair,N,C,,C,
31 PLEASANT WAY,07042,Montclair,N,C,,C,
31 PRESCOTT AVENUE,07042,Montclair,N,C,,C,
31 RIVERVIEW DRIVE,07043,Montclair,N,C,,C,
31 Rosedale Avenue,07042,Montclair,N,C,,C,
31 S Fullerton Avenue,07042,Montclair,N,C,,C,
31 S WILLOW STREET,07042,Montclair,N,C,,C,
31 STEPHEN STREET,07042,Montclair,N,C,,C,
31 Stanford Place,07042,Montclair,N,C,,C,
31 THE FAIRWAY,07043,Montclair,N,C,,C,
31 TRINITY PLACE,07042,Montclair,N,C,,C,
31 TUERS PLACE,07043,Montclair,N,C,,C,
31 The Crescent,07042,Montclair,Y,C,,G,
31 Tichenor Place,07042,Montclair,N,C,,C,
31 UNION STREET,07042,Montclair,N,C,,C,
31 VALLEY ROAD,07043,Montclair,N,C,,C,
31 VIRGINIA AVENUE,07042,Montclair,N,C,,C,
31 WALNUT STREET,07042,Montclair,N,C,,C,
31 WARD PLACE,07042,Montclair,N,C,,C,
31 WASHINGTON STREET,07042,Montclair,N,C,,C,
31 WAYSIDE PLACE,07042,Montclair,N,C,,C,
31 WELLESLEY ROAD,07043,Montclair,N,C,,C,
31 WHEELER STREET 1ST,07042,Montclair,N,C,,C,
31 WHEELER STREET 2ND,07042,Montclair,N,C,,C,
31 WINDSOR PLACE,07043,Montclair,N,C,,C,
31 WOODMONT ROAD,07043,Montclair,N,C,,C,
310 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
310 Highland Avenue,07043,Montclair,N,C,,C,
310 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
310 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
310 ORANGE ROAD,07042,Montclair,N,C,,C,
310 Park Street,07043,Montclair,N,C,,C,
310 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
310 VALLEY ROAD,07043,Montclair,N,C,,C,
311 BAY AVENUE,07042,Montclair,N,C,,C,
311 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
311 GROVE STREET,07043,Montclair,N,C,,C,
311 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
311 ORANGE ROAD,07042,Montclair,N,C,,C,
311 Orange Road,07042,Montclair,Y,L,,C,
311 Park Street,07043,Montclair,N,C,,C,
312 LINDEN AVENUE,07042,Montclair,N,C,,C,
312 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
312 ORANGE ROAD,07042,Montclair,N,C,,C,
312-314 ORANGE ROAD,07042,Montclair,N,C,,C,
314 GROVE STREET,07043,Montclair,N,C,,C,
314 LINDEN AVENUE,07042,Montclair,N,C,,C,
314 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
314 Park Street,07043,Montclair,N,C,,C,
314 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
314 Valley Road,07043,Montclair,N,C,,C,
315 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
315 Grove Street,07043,Montclair,N,C,,C,
315 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
315 ORANGE ROAD,07042,Montclair,N,C,,C,
315 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
316 Claremont Avenue,07042,Montclair,N,C,,C,
316 Grove Street,07043,Montclair,N,C,,C,
316 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
316 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
316 N Mountain Avenue,07042,Montclair,N,C,,C,
316 ORANGE ROAD,07042,Montclair,N,C,,C,
316 PARK STREET,07043,Montclair,N,C,,C,
317 GROVE STREET,07043,Montclair,N,C,,C,
317 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
317 Valley Road,07043,Montclair,N,C,,C,
318 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
318 Grove Street,07043,Montclair,N,C,,C,
318 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
318 Linden Avenue,07042,Montclair,N,C,,C,
318 N Fullerton Avenue 1ST,07042,Montclair,Y,C,,UX,
318 N Fullerton Avenue 2ND,07042,Montclair,Y,C,,UX,
318 ORANGE ROAD,07042,Montclair,N,C,,C,
318 PARK STREET,07043,Montclair,N,C,,C,
319 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
319 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
319 ORANGE ROAD,07042,Montclair,N,C,,C,
319 PARK STREET,07043,Montclair,N,C,,C,
31A & 31B TALBOT STREET,07042,Montclair,N,C,,C,
32 ARDSLEY ROAD,07042,Montclair,N,C,,C,
32 Aubrey Road,07043,Montclair,N,C,,C,
32 BROOKFIELD ROAD 1ST,07043,Montclair,N,C,,C,
32 BROOKFIELD ROAD 2ND,07043,Montclair,N,C,,C,
32 Bruce Road,07043,Montclair,N,C,,C,
32 CENTRAL AVENUE,07042,Montclair,N,C,,C,
32 CHURCH STREET,07042,Montclair,N,C,,C,
32 Carolin Road,07043,Montclair,N,C,,C,
32 Clinton Avenue,07042,Montclair,N,C,,C,
32 Cloverhill Place,07042,Montclair,N,C,,C,
32 DODD STREET,07042,Montclair,N,C,,C,
32 ELMWOOD AVENUE,07042,Montclair,N,C,,C,
32 Edgemont Road,07042,Montclair,N,C,,C,
32 Enfield Avenue,07042,Montclair,N,C,,C,
32 Erwin Park Road,07042,Montclair,N,C,,C,
32 FOREST STREET 1ST,07042,Montclair,N,C,,C,
32 FOREST STREET 2ND,07042,Montclair,N,C,,C,
32 FRANKLIN AVENUE,07042,Montclair,N,C,,C,
32 FRANKLIN PLACE,07042,Montclair,N,C,,C,
32 FREDERICK STREET,07042,Montclair,N,C,,C,
32 FREMONT STREET,07042,Montclair,N,C,,C,
32 GATES AVENUE,07042,Montclair,N,C,,C,
32 GODFREY ROAD,07043,Montclair,N,C,,C,
32 GRANT STREET,07042,Montclair,N,C,,C,
32 Glenridge Parkway,07042,Montclair,Y,C,,O,BRASS
32 HARVARD STREET,07042,Montclair,N,C,,C,
32 HIGH STREET,07042,Montclair,N,C,,C,
32 HILLSIDE AVENUE,07042,Montclair,N,C,,C,
32 IRVING STREET 1ST,07042,Montclair,N,C,,C,
32 IRVING STREET 2ND,07042,Montclair,N,C,,C,
32 James Street,07042,Montclair,N,C,,O,BRASS
32 LAUREL PLACE,07043,Montclair,N,C,,C,
32 LEXINGTON AVENUE 1ST,07042,Montclair,N,C,,C,
32 LEXINGTON AVENUE 2ND,07042,Montclair,N,C,,C,
32 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
32 Linden Avenue,07042,Montclair,Y,C,,C,
32 MACOPIN AVENUE,07043,Montclair,N,C,,C,
32 MARQUETTE ROAD,07043,Montclair,N,C,,C,
32 MONROE PLACE,07042,Montclair,N,C,,C,
32 MONTCLAIR AVENUE 1ST,07043,Montclair,N,C,,C,
32 MONTCLAIR AVENUE 2ND,07043,Montclair,N,C,,C,
32 Madison Avenue,07042,Montclair,N,C,,C,
32 Marston Place,07042,Montclair,Y,C,,UX,
32 N WILLOW STREET 1ST,07042,Montclair,N,C,,C,
32 N WILLOW STREET 2ND,07042,Montclair,N,C,,C,
32 NEW STREET,07042,Montclair,N,C,,C,
32 NORMAL AVENUE,07043,Montclair,N,C,,C,
32 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
32 Oxford Street,07042,Montclair,N,C,,C,
32 PLEASANT AVENUE,07042,Montclair,N,C,,C,
32 PRESCOTT AVENUE,07042,Montclair,N,C,,C,
32 PROSPECT AVENUE,07042,Montclair,N,C,,C,
32 Park Street,07043,Montclair,Y,C,,UX,
32 RIVERVIEW DRIVE,07043,Montclair,N,C,,C,
32 S Mountain Avenue,07042,Montclair,N,C,,C,
32 S WILLOW STREET,07042,Montclair,N,C,,C,
32 STEPHEN STREET,07042,Montclair,N,C,,C,
32 Saint Lukes Place,07042,Montclair,Y,C,,UX,
32 Stanford Place,07042,Montclair,N,C,,C,
32 THE CRESCENT,07042,Montclair,N,C,,C,
32 TICHENOR PLACE,07042,Montclair,N,C,,C,
32 The Fairway,07043,Montclair,N,C,,C,
